10001,375,746.2352242275376
10001,415,171.35396747537
10001,453,907.2679451239835
10001,454,410.47768693677585
10001,494,907.4751762345044
10001,886,541.2234183337754
10001,924,717.083157364878
10001,925,285.9165664594911
10001,964,856.4984804834364
10001,965,675.1463717161228
10002,5,827.2454245686549
10002,1055,764.6718855876255
10002,1093,660.3042962860575
10002,1094,413.0940665672068
10002,1133,589.3546787711327
10002,1134,543.5588095026501
10002,1172,750.9685786928692
10002,1173,904.0027024505495
10002,1486,750.9121870236966
10002,1487,785.3742368803796
10002,1526,378.28088632356145
10002,1527,695.2431377030537
10002,1565,368.8467617580985
10002,1566,818.0770563553125
10003,816,854.7911283404331
10003,854,801.3458649346118
10003,855,322.5280428257321
10003,894,742.4950911767395
10003,895,478.5860155955072
10003,1365,444.7521689018424
10003,1366,769.6382690380356
10003,1404,312.3060416990007
10003,1405,838.5859153212989
10003,1444,865.677473198079
10004,335,654.2122275796191
10004,374,105.83593282726689
10004,414,410.76510706437904
10004,453,867.0505843530733
10004,806,707.2825348202472
10004,807,897.1236674097598
10004,845,256.1792468257803
10004,846,808.3688294723561
10004,885,395.5974569389095
10005,10,686.6809887960299
10005,11,344.81635156941934
10005,49,580.8020717745779
10005,50,473.5328277789614
10005,89,456.6737216953811
10005,90,580.6141855749062
10005,128,326.18014507365206
10005,129,677.5625128383881
10005,168,279.41194580190165
10005,169,786.6082917142384
10005,207,440.39251944959415
10005,208,932.6969624088788
10005,247,737.0299668605718
10005,1453,805.3879426124092
10005,1492,478.4980339894991
10005,1531,898.4673892144202
10005,1532,242.56280768704727
10005,1570,785.6249927712124
10005,1571,216.10602730410278
10006,11,393.8606933160544
10006,49,869.0557129662145
10006,50,521.4356826704565
10006,89,733.101253487154
10006,90,608.6442591418108
10006,128,557.677885239441
10006,129,668.7540760829569
10006,168,348.8245001022642
10006,169,726.3657904560135
10006,207,201.2804088986566
10006,208,815.0282390080474
10006,247,399.4955396380945
10006,286,765.7756444287253
10006,1453,727.627036473242
10006,1492,385.1546733128564
10006,1493,823.5679401767778
10006,1532,150.84666860768644
10006,1533,850.0590282544563
10006,1571,228.92315273824698
10007,374,920.2447068332351
10007,375,427.4199555683325
10007,414,760.1301335002414
10007,415,314.7467270468174
10007,453,909.1507371025479
10007,454,798.6308785618453
10007,846,935.5385212841783
10007,885,606.4778571032534
10007,886,645.4484137713021
10007,924,405.97447113008565
10007,925,660.0126481916756
10007,964,832.2192619020627
10008,295,539.9727499518974
10008,296,751.7090183788803
10008,335,342.38493587964706
10008,336,763.0567574026134
10008,374,784.3312688863257
10008,844,510.1850749183157
10008,845,727.5052159962808
10008,884,360.17156218950925
10008,885,781.7913467133226
10008,923,917.4990344580491
10009,1014,551.1876703352938
10009,1053,751.9137076421625
10009,1054,254.6475029424905
10009,1092,728.7691034845295
10009,1093,520.1350890505861
10009,1132,847.182600903225
10009,1133,885.3128663190668
10009,1368,918.6465412113963
10009,1407,652.7088918404653
10009,1446,756.9034280618207
10009,1447,407.4734308649315
10009,1485,614.760494694557
10009,1486,433.635280096921
10009,1525,831.2593849545773
10009,1526,791.4986554842952
10010,92,715.8158957383366
10010,130,912.5182811664247
10010,131,546.5220578906087
10010,170,807.9352864144544
10010,171,463.93981564366817
10010,209,729.7656537456759
10010,210,462.43973718963383
10010,249,680.7527783971539
10010,250,518.5347004392712
10010,288,679.0359963658636
10010,289,615.495133509517
10010,328,751.4920276296316
10010,329,752.6427030041232
10010,367,913.5748429676306
10010,368,936.6702363543587
10011,294,798.3557355473425
10011,334,343.19102343396503
10011,335,744.9126592390592
10011,373,324.17620152260037
10011,374,869.0739146816226
10011,413,676.0930667158922
10011,727,718.7099867758888
10011,765,936.6323511199038
10011,766,345.9723669035771
10011,805,781.0406924683609
10011,806,272.0976375140772
10011,845,722.4968595766447
10012,11,189.52828282307252
10012,12,817.2278718628818
10012,50,168.1651815869936
10012,90,194.02751088895832
10012,128,838.6871963822368
10012,129,226.07733190543178
10012,168,715.0321932265783
10012,169,288.4361204991609
10012,207,646.1946345253259
10012,208,418.29701383661705
10012,247,709.1074529766851
10012,248,625.7292596441032
10012,286,929.6223836845844
10012,287,904.4210180992475
10012,1492,820.5493483701229
10012,1532,533.4668217590422
10012,1533,764.0230067027891
10012,1571,316.4078283367823
10012,1572,734.6783476169578
10013,935,489.07164198111144
10013,936,614.8879198510901
10013,975,502.5105670422469
10013,976,780.5749128595618
10013,1484,464.7953793688175
10013,1485,906.727793385961
10013,1524,214.75528227391953
10013,1525,935.1746599770864
10013,1563,856.2006103293711
10014,5,869.4301916588843
10014,1054,748.7170711319554
10014,1055,513.8951193487857
10014,1093,573.0125476526837
10014,1094,461.9948767774756
10014,1133,711.2512661879642
10014,1134,818.427974879431
10014,1486,646.1174153625645
10014,1526,193.54439319303603
10014,1565,319.294277803773
10015,317,787.952449240984
10015,356,727.8696586757795
10015,357,280.04177959875517
10015,395,866.4066684470806
10015,396,737.5236407635213
10015,943,643.0135380285307
10015,944,857.5409869788982
10015,983,255.213842795561
10015,984,789.5467203560418
10015,1022,857.6739332300893
10016,217,611.6903036133115
10016,256,732.3556833094428
10016,257,308.39624276759145
10016,296,905.9482255227102
10016,843,580.4264462739634
10016,883,138.48591478376002
10016,922,857.6125181674756
10017,935,325.89713351222184
10017,975,272.05949397258695
10017,1014,824.6492978889551
10017,1445,739.9116517532459
10017,1446,840.9339427743436
10017,1484,294.9464085847133
10017,1485,714.892457846699
10017,1524,592.2004609721909
10018,857,650.8713267181665
10018,897,191.40970205808836
10018,898,866.1416865076802
10018,936,830.153182465081
10018,1523,285.42615125043716
10018,1562,459.59175715521224
10019,216,881.2992071467454
10019,217,649.9715196467301
10019,256,603.533421400085
10019,257,436.05517230990097
10019,295,923.6170917007901
10019,843,453.8885859184165
10019,883,270.83853168731525
10020,95,712.2795322927121
10020,96,474.5305104161794
10020,134,609.8810631550798
10020,135,541.6526724182733
10020,174,909.8337625194314
10020,605,693.1106051300546
10020,644,792.3511079719503
10020,645,258.0663627414993
10020,683,840.900870545525
10020,684,567.7682563342026
10021,294,841.2458810812151
10021,295,895.5285718804715
10021,334,427.70287689308833
10021,335,633.5269244025499
10021,373,416.2495923086085
10021,374,781.2804922980521
10021,413,731.186088143938
10021,727,829.5680970165386
10021,766,450.0837603085141
10021,805,764.7691545098386
10021,806,240.09979552482784
10021,844,880.2921368586038
10021,845,630.7313278590237
10022,100,674.8298538429775
10022,139,249.94539477451858
10022,140,846.5866211015738
10022,880,687.7836398648118
10022,881,650.3212213482242
10022,920,677.9969359688857
10022,959,552.9192724997896
10023,375,535.9718715543627
10023,414,795.896704975694
10023,415,212.58059686977865
10023,453,872.897625272922
10023,454,663.371083642823
10023,846,911.8102627885577
10023,885,732.4112994448171
10023,886,567.4929385619469
10023,924,510.7188509973992
10023,925,525.1176877814264
10023,964,836.4324107834868
10023,965,919.3523061387224
10024,217,629.0392608914714
10024,256,700.3734799349942
10024,257,333.1122474854035
10024,296,910.3035911155595
10024,843,555.2201036838728
10024,883,170.4764408827059
10024,922,885.4222446190449
10025,5,901.851381256836
10025,6,916.0570329004563
10025,1093,851.2505664872019
10025,1094,570.4543088291063
10025,1133,624.1894145144979
10025,1134,377.73590130778786
10025,1172,627.0401262933638
10025,1173,624.6223427956705
10025,1212,779.6893757069672
10025,1448,827.9217896923957
10025,1487,581.1310524620803
10025,1526,657.5937574186768
10025,1527,403.7905181098092
10025,1565,601.3303628203123
10025,1566,534.4779799367107
10026,13,486.0425709040418
10026,52,806.2923163906868
10026,327,760.8520247155393
10026,366,361.0678325176247
10026,367,939.5708088420042
10026,406,98.45262259110574
10026,445,597.0695935707057
10026,1534,563.0034458277697
10026,1535,769.5563647168025
10026,1573,282.84182449795264
10026,1574,723.2005975676972
10027,95,566.2740169387919
10027,96,658.5650550705836
10027,134,413.46889889461454
10027,135,692.2134539059631
10027,174,774.099443223954
10027,605,491.248892310717
10027,644,827.910616655415
10027,645,188.96528060516152
10027,684,713.7684751547802
10028,5,821.1152128230842
10028,1054,889.2235001946345
10028,1055,652.96338213749
10028,1093,613.8041780492938
10028,1094,394.44588399344536
10028,1133,627.1566852106791
10028,1134,641.833988439535
10028,1172,837.2888657344272
10028,1486,700.3275929906024
10028,1487,893.5675807742879
10028,1526,280.4767498687912
10028,1527,823.468446908356
10028,1565,303.65957367957094
10029,256,898.0635093764447
10029,294,920.7046030719566
10029,295,300.2268882627986
10029,334,830.4562030176417
10029,335,373.60275354300757
10029,374,897.8353600725782
10029,805,562.2266831932568
