0,0,0,-0.07938015837909068,-100.18546746274632,550.0
1,0,1,7.1123809968927665,-94.72660952334289,550.0
2,0,2,14.239714131652336,-89.09300802421383,550.0
3,0,3,21.2274373460032,-83.09375234786815,550.0
4,0,4,27.982837652151606,-76.50609636509338,550.0
5,0,5,34.383339621478854,-69.06084866032099,550.0
6,0,6,40.26034515696506,-60.43746162561309,550.0
7,0,7,45.38097895885864,-50.292007915502865,550.0
8,0,8,49.43809425037329,-38.364356360355806,550.0
9,0,9,52.0752781002394,-24.706033907270477,550.0
10,0,10,52.98067090114337,-9.934949841211365,550.0
11,0,11,52.02915041767972,4.815835329521291,550.0
12,0,12,49.355196244416845,18.423485889814764,550.0
13,0,13,45.27538081919566,30.289918459431004,550.0
14,0,14,40.146110243096594,40.37787222201347,550.0
15,0,15,34.272294405952785,48.952860536262655,550.0
16,0,16,27.88416190921243,56.358872219347916,550.0
17,0,17,21.147956142179055,62.914614143225805,550.0
18,0,18,14.184215429551399,68.88715011953839,550.0
19,0,19,7.083916610413562,74.4972762584901,550.0
20,0,20,-0.07933461489114844,79.93421612084697,550.0
21,0,21,-7.239924534359,85.37153847379737,550.0
22,0,22,-14.332342595855112,90.98277793358379,550.0
23,0,23,-21.28319388774531,96.95688485340548,550.0
24,0,24,-28.001917785598035,103.51405087172532,550.0
25,0,25,-34.36861714872289,110.92012744160769,550.0
26,0,26,-40.21818922940774,119.49168700089353,550.0
27,0,27,-45.32219835086151,129.5690437249787,550.0
28,0,28,-49.378743321580465,141.41301521750938,550.0
29,0,29,-52.03562543701289,154.98305747557228,550.0
30,0,30,-52.98067431623795,169.68445226775611,550.0
31,0,31,-52.08143210068158,-175.59406854143455,550.0
32,0,32,-49.46111198787623,-161.97378341183702,550.0
33,0,33,-45.42721592444504,-150.06899591493658,550.0
34,0,34,-40.3319016338047,-139.9344022056067,550.0
35,0,35,-34.479273043466264,-131.31459419002385,550.0
36,0,36,-28.10033398134875,-123.86933282487313,550.0
37,0,37,-21.362564100995442,-117.28027665331851,550.0
38,0,38,-14.38784129795605,-111.2794568636529,550.0
39,0,39,-7.268460210937667,-105.64472838331079,550.0
40,1,0,3.5202679722803474,-88.46675480940453,550.0
41,1,1,10.688510951960533,-82.94302373326431,550.0
42,1,2,17.756283983383945,-77.15207516622569,550.0
43,1,3,24.64096611014235,-70.88907173507997,550.0
44,1,4,31.23669196142149,-63.9095814599999,550.0
45,1,5,37.40012489484677,-55.9180962065449,550.0
46,1,6,42.93269765086757,-46.575268271086635,550.0
47,1,7,47.56430356856657,-35.558483913463306,550.0
48,1,8,50.95634285002957,-22.728105038735873,550.0
49,1,9,52.75820480968688,-8.396487296706429,550.0
50,1,10,52.73448356269943,6.521316062913727,550.0
51,1,11,50.89023344905302,20.81512443901892,550.0
52,1,12,47.46821646732283,33.58719228125466,550.0
53,1,13,42.82113675605917,44.54345091754792,550.0
54,1,14,37.28617684892344,53.8330921699393,550.0
55,1,15,31.130844519853802,61.78092568440874,550.0
56,1,16,24.5511679055769,68.72511754185818,550.0
57,1,17,17.688308233216688,74.9590585180855,550.0
58,1,18,10.646248302697433,80.7251383663561,550.0
59,1,19,3.5059685443661026,86.22636396918114,550.0
60,1,20,-3.663963199586368,91.64215756586765,550.0
61,1,21,-10.79895937970787,97.14415498006889,550.0
62,1,22,-17.830596441553684,102.91162818693019,550.0
