10001,10002,10848.494032100481
10001,10003,8816.97907609049
10001,10004,1152.6582634947642
10001,10005,9558.547249659516
10001,10006,9712.51986845172
10001,10007,392.5498486232299
10001,10008,1759.9387240740373
10001,10009,10139.638635224272
10001,10010,7478.053359520155
10001,10011,2093.2992442335108
10001,10012,9286.544149491889
10001,10013,10736.828254034215
10001,10014,10904.545944394855
10001,10015,18533.850782120386
10001,10016,2880.7065302571264
10001,10017,10368.487618023495
10001,10018,11305.729054186371
10001,10019,2903.192943484065
10001,10020,5943.4397003694785
10001,10021,2018.3962520267748
10001,10022,5318.256192446208
10001,10023,258.5790559838145
10001,10024,2874.0496034506928
10001,10025,10792.195127599629
10001,10026,8946.330760980065
10001,10027,5973.528638670416
10001,10028,10878.537241854534
10001,10029,2085.5062842632315
10001,10030,8270.3232147224
10001,10031,2099.2599225558943
10001,10032,5786.007985896092
10001,10033,9288.324651050158
10001,10034,9345.488779519861
10001,10035,18368.080875519772
10001,10036,3161.5173534071414
10001,10037,9707.64650973651
10001,10038,4603.420992945126
10001,10039,967.1976277597713
10001,10040,11036.293474832799
10001,10041,5834.258174612363
10001,10042,2995.138392943203
10001,10043,10342.672116984237
10001,10044,7695.131196806977
10001,10045,11997.23905652019
10001,10046,10762.115543194252
10001,10047,9448.57630949411
10001,10048,3343.643163594176
10001,10049,2427.0379665104856
10001,10050,9331.3743714589
10001,10051,7826.491655728053
10001,10052,9370.044731829032
10001,10053,1913.809495636008
10001,10054,1850.8249039963252
10001,10055,9585.28953017834
10001,10056,1738.0458631463598
10001,10057,10306.537631699735
10001,10058,9308.340473060558
10001,10059,1967.7973065867363
10001,10060,8984.903393679579
10001,10061,1636.7363964123251
10001,10062,878.9672918859594
10001,10063,1561.4839772429486
10001,10064,2646.9579571506883
10001,10065,2921.2526762056355
10001,10066,9128.077868190265
10001,10067,1811.455557641192
10001,10068,8191.254103188777
10001,10069,8054.386203830268
10001,10070,18565.98960300572
10001,10071,15492.278391064103
10001,10072,10884.047792646415
10001,10073,5321.525522853423
10001,10074,13097.48443022433
10001,10075,10414.098505403996
10001,10076,9332.561755359238
10001,10077,8299.766142325034
10001,10078,8690.21589793822
10001,10079,9854.922059849921
10001,10080,1938.5561697262974
10001,10081,8976.763866092066
10001,10082,9523.11713823049
10001,10083,8336.011050419656
10001,10084,14317.4603665565
10001,10085,7792.481453880693
10001,10086,9425.93717845227
10001,10087,8915.508450533436
10001,10088,2360.998221609962
10001,10089,10389.370751383123
10001,10090,8884.978492479082
10001,10091,9159.181417661444
10001,10092,1639.3484813160887
10001,10093,8169.1634928663125
10001,10094,17675.49352018187
10001,10095,2869.2896876022123
10001,10096,8578.59862631219
10001,10097,10291.736328092704
10001,10098,10628.405772138894
10001,10099,9441.119135609135
10001,10100,2024.2754813449114
10002,10003,3936.684660916461
10002,10004,11052.015064306399
10002,10005,5569.877729470025
10002,10006,5836.712849793568
10002,10007,11102.846681656643
10002,10008,11859.241183098247
10002,10009,1145.972241314194
10002,10010,7510.050928757199
10002,10011,10988.424747208992
10002,10012,6059.800605584867
10002,10013,2281.7124740433605
10002,10014,328.8321045503048
10002,10015,7685.553408032489
10002,10016,12959.127519189078
10002,10017,2251.3314921170518
10002,10018,3360.8636186592166
10002,10019,12876.52917953877
10002,10020,11278.626012836054
10002,10021,11066.54276535678
10002,10022,15339.119188062123
